Tweet Datetime,text,location
2021-10-01 14:58:24,sebelum ppkm lumayan sering. pernah dari jam 11 sampe jam 6 https://t.co/pYGTALRFOU,
2021-10-01 14:57:42,"@GuruPengawas tutup, ppkm",
2021-10-01 14:57:27,"@luuluuuw_ mmmm gmn yh jawapnya,,

izin nitip ya kak
lg cari netflix biar ga bosen ppkm? atau app prem lain? yuk bisa di aku! cek katalog aku bisa di bawah sini yaa👇 aman, trusted &amp; bergaransi💯

t. ada yg yang jual netflix mola tv wetv viu spotify murah murce https://t.co/14SAUB9xNg","Bekasi, Jawa Barat"
2021-10-01 14:57:23,"Wakil Walikota Banjarmasin, H Arifin Noor mengikuti Rapat Evaluasi Penerapan PPKM Luar Jawa-Bali, melalui media video conference, di Kediaman Wakil Walikota Banjarmasin, Komplek Bunyamin Residence, Jumat (01/10).(dokpim-bjm) https://t.co/REGxXKLKDN","South Borneo, Indonesia"
2021-10-01 14:57:17,thrwback to ppkm pertama @sun4hell https://t.co/HmgSTBfcj2,
2021-10-01 14:56:16,"RT @__Sridiana_3va: Daripada dana buat ibukota baru, 
mending uangnya bagiin rakyat kecil yg banyak kehilangan pekerjaan dan hampir mati ke…",anywhere
2021-10-01 14:55:30,@socolour_ Paling bener jefan lu ama jingga ke amrik ajaa.. emak devan kan miskin ga bakal mampu nyusul lo.. udah CEPET PACKING.. UDA PPKM LEVEL 1.. KALIAN BISA GO SEKARANG...,Surabaya
2021-10-01 14:55:11,"RT @humas_jogja: Semenjak diberlakukannya status PPKM Level 3 di DIY per 7 September 2021, Kemenparekraf melalui SE/8/IL 04 00/DII/2021 dan…","Yogyakarta, Indonesia"
2021-10-01 14:54:32,Patroli gabungan TNI-POLRI dan Satpol PP Kota Pekalongan dalam rangka Wasdal Gakkum dan Edukasi Pelaksanaan PPKM di wilayah Kota Pekalongan. jumat (1/10) https://t.co/OnQKufgNxV,"Pekalongan Barat, Indonesia"
2021-10-01 14:54:22,Patroli gabungan TNI-POLRI dan Satpol PP Kota Pekalongan dalam rangka Wasdal Gakkum dan Edukasi Pelaksanaan PPKM di wilayah Kota Pekalongan. jumat (1/10) https://t.co/BGB47LyVaA,"Pekalongan Barat, Indonesia"
2021-10-01 14:54:02,@bestieintak ppkm nder ;((,paris baguette
2021-10-01 14:53:55,"ppkm sudah selesai, jangan pernah terjadi lagi ya💚💜 #IkatanCinta #IkatanCintaEp456",Indonesia
2021-10-01 14:53:55,@yisaelle Gak ya soalnya ppkm,
2021-10-01 14:53:50,"Kabid Humas Polda Jabar : Tokoh Agama Dan Warga Kecamatan Paseh Menerima Bansos Paket Sembako Baksos Akabri Angkatan 1996 Dimasa PPKM https://t.co/iTeC2VYyxq 
@polsekpasehbdg @POLRES_BANDUNG @humaspoldajbr #KimCipedes","Sukajadi, Indonesia"
2021-10-01 14:52:45,"RT @__Sridiana_3va: Daripada dana buat ibukota baru, 
mending uangnya bagiin rakyat kecil yg banyak kehilangan pekerjaan dan hampir mati ke…",
2021-10-01 14:52:37,"pertengahan oktober, kuliah sama sekolah mulai offline. kek ny tl uda mulai sepi. ya kecuali ppkm naik lagi, tp naudzubillah si gua kangen temen temen rl :)",kata yoongi dia sayang aku
2021-10-01 14:52:34,"Asli deh cassiopeia ini bener2 udah nemenin idolnya ngelewatin  banyak  hal
Sxual hrrsmen ✅
Ngobat ✅
Penggelapan pajak ✅
Drama gajadi nikah ✅
Beneran nikah ✅
Pelanggaran PPKM✅
Idolnya manggang sempak ✅",SUNSHINE&SALT
2021-10-01 14:52:33,PPKM SELESAI. #IkatanCintaEp456 https://t.co/Yv3kpC08bZ,
2021-10-01 14:51:45,nyuru ppkm tp mala nongkrong tu gmn🙏🏻🤗,
2021-10-01 14:51:30,"RT @rindess_: PPKM ALADIN TELAH USAI HUAA🏳️🥺😭😭😭😭

#ikatanCinta
#IkatanCintaEp456 https://t.co/GB6IVD17nA",
2021-10-01 14:51:28,@_khltrvru511_ g kan lagi ppkm, 트레저 메이커 
2021-10-01 14:51:25,"@aewin86 Suka yg 5 jam (pas ppkm) 
Sekarang sudah normal 8 jam. Ya suka. Tp lebih suka 5 jam gajian full.🙈
Tp lama-lama kasian bosnya🙈",
2021-10-01 14:51:24,"@Ningningbigwin Muter pun agaknya juga susah, semenjak kena ppkm juga jam 8 aja udah sepi disini :')",
2021-10-01 14:51:02,"PPKM ALADIN TELAH USAI HUAA🏳️🥺😭😭😭😭

#ikatanCinta
#IkatanCintaEp456 https://t.co/GB6IVD17nA","cirebon timur, jawa barat"
2021-10-01 14:50:35,Aneh bgt tiba2 pnya list makanan yg harus dimakan gini. Gk ngerti krna efek kelamaan PPKM kah jd kdng kangen sama makanan2 blkg Ambas. Kek wajib dicoba lagi 1-1. Pdhl udh bawa bekel dan itu jd slah satu hambatan gk bisa langsung beli krna sayang tar gk kemakan bekelnyaa 🤣,
2021-10-01 14:50:28,Panggilan kepada angkatan ppkm diharap segera merepat. Karena sedang ada reuni akbar https://t.co/j3gsIXrEsy,
2021-10-01 14:50:07,RT @tvOneNews: Shaf Sholat Boleh Kembali Rapat Berlaku di Zona Hijau dan PPKM Level 1 https://t.co/IEkwh9qNQ4,
2021-10-01 14:50:03,RT @tvOneNews: Shaf Sholat Boleh Kembali Rapat Berlaku di Zona Hijau dan PPKM Level 1 https://t.co/IEkwh9qNQ4,Depok
2021-10-01 14:49:54,"RT @__Sridiana_3va: Daripada dana buat ibukota baru, 
mending uangnya bagiin rakyat kecil yg banyak kehilangan pekerjaan dan hampir mati ke…",
2021-10-01 14:47:33,@AlDeposesif Ppkm nya udh di buka yee makkk,"Bojonegoro, Indonesia"
2021-10-01 14:47:33,"RT @Acacicucecoo: Dengan ini dinyatakan bahwa:
PPKM telah berakhir tanpa ada perpanjangan dalam keadaan dan situasi apapun. 
#IkatanCintaEp…",
2021-10-01 14:47:29,RT @tvOneNews: Shaf Sholat Boleh Kembali Rapat Berlaku di Zona Hijau dan PPKM Level 1 https://t.co/IEkwh9qNQ4,Masih Brengsek
2021-10-01 14:47:28,"RT @__Sridiana_3va: Daripada dana buat ibukota baru, 
mending uangnya bagiin rakyat kecil yg banyak kehilangan pekerjaan dan hampir mati ke…",
2021-10-01 14:46:21,RT @tvOneNews: Shaf Sholat Boleh Kembali Rapat Berlaku di Zona Hijau dan PPKM Level 1 https://t.co/IEkwh9qNQ4,"Jakarta, Indonesia"
2021-10-01 14:45:52,@Ndreanz Oh disana msh PPKM..,
2021-10-01 14:45:48,RT @sugses: @ketabrakodong2 @Amburaduuull @Eattyl kasihan jin di gunung kawi lg kena ppkm jdnya gk sakti lagi,cyber // mdni.
2021-10-01 14:45:19,@longersix thanks to ppkm sudah membuat q mnjd myday,—02
2021-10-01 14:45:07,@703iyonnn Di rumah aja. Ppkm,atas awan
2021-10-01 14:44:58,"Semenjak diberlakukannya status PPKM Level 3 di DIY per 7 September 2021, Kemenparekraf melalui SE/8/IL 04 00/DII/2021 dan SE 177/SRT/DIR.INDUSTRI/IX/2021. #GubernurDIY
#SriSultanHBX
#visitingjogja
#Jogjaistimewa
#Kemenparekraf https://t.co/JNI80046D0","Yogyakarta, Indonesia"
2021-10-01 14:44:43,"RT @__Sridiana_3va: Daripada dana buat ibukota baru, 
mending uangnya bagiin rakyat kecil yg banyak kehilangan pekerjaan dan hampir mati ke…",
2021-10-01 14:44:00,@sitihasan__ Ppkm gak ada yg piket 🥲 sedih,"Kediri, Jawa Timur"
2021-10-01 14:42:33,"RT @AREAJULID: Dis! Definisi dari PPKM, (Pelan Pelan Kita Menikah). https://t.co/z05oJlmhIt",
2021-10-01 14:42:18,"RT @__Sridiana_3va: Daripada dana buat ibukota baru, 
mending uangnya bagiin rakyat kecil yg banyak kehilangan pekerjaan dan hampir mati ke…",blueEarth
2021-10-01 14:41:41,"RT @tiktok_jkt48: From tiktok_jkt48:

Ada Apa Dengan Cinta: PPKM edition.
Video from Kathrin’s Twitter handle.
#KathrinJKT48 #AshelJKT48 #M…",
2021-10-01 14:40:26,"Level PPKM dan Peta Zonasi Covid19 di Aceh. 
#AcehSemakinKuning https://t.co/N0px4QJbDp","Aceh, Indonesia"
2021-10-01 14:39:52,"RT @Acacicucecoo: Dengan ini dinyatakan bahwa:
PPKM telah berakhir tanpa ada perpanjangan dalam keadaan dan situasi apapun. 
#IkatanCintaEp…",Indonesia
2021-10-01 14:39:47,"@PT_Transjakarta @FarhanFauziB sinar jaya pay. terakhir naek, aptb ke blok m jarang bgt pas psbb. gatau yah skrg yg udah ganti nama jadi ((ppkm)). mending langsung ke bubulak deh nanya2 dulu","Yogyakarta, Indonesia"
2021-10-01 14:39:27,RT @tvOneNews: Shaf Sholat Boleh Kembali Rapat Berlaku di Zona Hijau dan PPKM Level 1 https://t.co/IEkwh9qNQ4,Indonesia
2021-10-01 14:39:22,"@johnjaedo_ kata temen aku yg dikorea, misalnya ada 14 org yg lg kena covid dikota itu, kota itu lgsg kek ppkm. temenku kuliah online krn dikotanya lg tinggi covidnya. (14 orang) 😌",샤이니 월드
2021-10-01 14:39:20,"RT @__Sridiana_3va: Daripada dana buat ibukota baru, 
mending uangnya bagiin rakyat kecil yg banyak kehilangan pekerjaan dan hampir mati ke…",
2021-10-01 14:39:09,PPKM = Pelan-Pelan Kamu Menghilang,Indonesia
2021-10-01 14:39:06,@_drunkiss ppkm,
2021-10-01 14:38:39,@nyabupride ppkm kak,
2021-10-01 14:38:04,"RT @FOODFESS2: Fess doain ya jualan mamaku laris...baru buka lagi setelah ppkm, gado-gado jogja cuma 13k, yang area Depok bisa mampir langs…",
2021-10-01 14:37:53,"RT @aladinsweetbgt: akhirnyaaaa setelah sekian lama aladin PPKM, hari ini al mendarat ke kening andin lagiiii🥰❤🤗 #IkatanCintaEp456",
2021-10-01 14:37:48,PPKM level 2 di Kota Makassar menjadi rujukan bisnis pada sektor jasa perhotelan. https://t.co/5KCytJrm8o,"Jakarta, Indonesia"
2021-10-01 14:37:41,1 OKTOBER 2021 PPKM RESMI BERAKHIR 😭💓❤❤ #IkatanCintaEp456,"Jawa Tengah, Indonesia"
2021-10-01 14:36:57,"RT @Acacicucecoo: Dengan ini dinyatakan bahwa:
PPKM telah berakhir tanpa ada perpanjangan dalam keadaan dan situasi apapun. 
#IkatanCintaEp…",
2021-10-01 14:36:30,"-rl Doain ya smg aku ada kesempatan bisa ngunjungin kakak ak minggu depan, karna dari semenjak sblm ppkm ketunda mulu ada aja hambatannya yg bikin batal pdhl udh bèli tiket skrng udh bèli lg smg bisa :') yg baca ini aamiinin dalam hati aja ya makasih",
2021-10-01 14:35:57,"@hojjich @tidaksukaduren tp bar isya bali yo tau kok, wis ono ket sore, tur mbuh nek bar ppkm iki sore ono urung",
2021-10-01 14:35:57,"RT @__Sridiana_3va: Daripada dana buat ibukota baru, 
mending uangnya bagiin rakyat kecil yg banyak kehilangan pekerjaan dan hampir mati ke…",
2021-10-01 14:35:54,Formula E manfaatnya bagi msyrkt  dan kepentingan yg urgency apa sih ?? Emang ibu dokter gk pernah lihat pemerintah ksh kompensasi ke msyrkt yg terdampak PPKM ?? https://t.co/xild6vEO4j,"Kota Surabaya, Jawa Timur"
2021-10-01 14:35:38,@__Sridiana_3va Mending kasi saya modal bu dokter.ppkm berjilid jilid bikin modal saya haabis,
2021-10-01 14:33:25,"@collegemenfess Aku volunteer, udh dftr dr smt 2 tp krn lg ppkm wkt tu jd blm da kelanjutan smpe skrng",
2021-10-01 14:33:25,RT @tvOneNews: Shaf Sholat Boleh Kembali Rapat Berlaku di Zona Hijau dan PPKM Level 1 https://t.co/IEkwh9qNQ4,"Sidoarjo, Indonesia"
2021-10-01 14:32:51,RT @tvOneNews: Shaf Sholat Boleh Kembali Rapat Berlaku di Zona Hijau dan PPKM Level 1 https://t.co/IEkwh9qNQ4,
2021-10-01 14:32:50,"RT @Nur_batrisyia08: Singkatan PPKM yang sebenarnya... 

____
Tags, TVRI Denmark Gojek yoona View Thailand WE ARE ONE https://t.co/769qhg38…","DKI Jakarta, Indonesia"
2021-10-01 14:32:29,@DzauZie dilokdon ppkm+app peli sama si onyetwi..😂😹 https://t.co/qGv11cdA6d,neg💩ra👹👻👴👿🕴️👺💂🧟👮🧛
2021-10-01 14:32:11,"RT @__Sridiana_3va: Daripada dana buat ibukota baru, 
mending uangnya bagiin rakyat kecil yg banyak kehilangan pekerjaan dan hampir mati ke…",Jakarta
2021-10-01 14:32:01,"@wangialadin mulai ketar ketir....
seperti apakah live yg lg pada ppkm?",
2021-10-01 14:31:48,"RT @JSCLab: (1/2) Wah, beberapa bioskop di Jakarta sudah mulai beroperasi selama PPKM, lho!

Eitss sebelum menikmati film di bioskop, terda…","Pademangan, Indonesia"
2021-10-01 14:31:31,"@_khltrvru511_ udah engga ppkm kok, aku deketin ya?

/deketin khay

gimana? nyaman ga deketan sama aku?",kinda selective.
2021-10-01 14:30:46,"Kenape gua yg senyum2 sendiri sih hahaha ngeliat gini doang, klo inget itu bnyk yg menjatuhkan mereka, 
Semangat, ppkm berakhir dah yaaaa jgn ada lagi huru hara rl #IkatanCintaEp456 https://t.co/BryITbde4p","Kota Mojokerto, Jawa Timur"
2021-10-01 14:30:31,RT @tvOneNews: Shaf Sholat Boleh Kembali Rapat Berlaku di Zona Hijau dan PPKM Level 1 https://t.co/IEkwh9qNQ4,"Kota Palembang, Sumatera Selatan"
2021-10-01 14:30:25,NI URGENT BAT ASLI. TD TU GW MAU TOP UP TP ALFA UDA TUTUP SOALNYA MSI PPKM NGNTOYY,rant
2021-10-01 14:30:13,"@Nicho_Silalahi @PanciBozz Semua rakyat mau di lokcdown macam emak. Semua kebutuhan dipenuhi ma negara, full fasilitas...smtr rakyat kalo di lockdown hrs cari makan n uang utk bayar listrik n pajak (bingung jg. Kerja di PHK, dagang kena aturan PPKM).
Piye kui jal...😢","Kota Kinabalu, Sabah"
2021-10-01 14:29:39,@MINAT02AKI @deuflix Masih ppkm men,彼の非現実的な視覚的で癒しの笑顔を持つNCTの本当の万能男。déuflix.
2021-10-01 14:28:44,"RT @__Sridiana_3va: Daripada dana buat ibukota baru, 
mending uangnya bagiin rakyat kecil yg banyak kehilangan pekerjaan dan hampir mati ke…",
2021-10-01 14:28:36,RT @DKIJakarta: (2/2) Jalankan terus protokol kesehatan 6M. Jangan keluar rumah bila tdk mendesak. Selalu gunakan masker dgn benar dan jaga…,Jakarta
2021-10-01 14:28:27,"YUHUUUU AKHIRNYA ALADINKU UDH GAK PPKM LAGI, SURPRIZE ULTAH ANDIN JG BENER2 MERIAH BGT BKN CUMA UNDANG KELUARGA AJA ORG LAIN JG DIUNDANG 😭😚🥰♥️
TERIMA KASIH EMENSIIIII 💯💯💯
Cr: heeyat_ 
#IkatanCinta
#IkatanCintaEp456 https://t.co/vrXPzS6w85","Bandung, Jawa Barat"
2021-10-01 14:27:22,"RT @AREAJULID: Dis! Definisi dari PPKM, (Pelan Pelan Kita Menikah). https://t.co/z05oJlmhIt","Tanjung Balai, Indonesia"
2021-10-01 14:26:21,RT @tvOneNews: Shaf Sholat Boleh Kembali Rapat Berlaku di Zona Hijau dan PPKM Level 1 https://t.co/IEkwh9qNQ4,bandung
2021-10-01 14:26:17,RT @tvOneNews: Shaf Sholat Boleh Kembali Rapat Berlaku di Zona Hijau dan PPKM Level 1 https://t.co/IEkwh9qNQ4,Indonesia
2021-10-01 14:25:24,"RT @__Sridiana_3va: Daripada dana buat ibukota baru, 
mending uangnya bagiin rakyat kecil yg banyak kehilangan pekerjaan dan hampir mati ke…",
2021-10-01 14:24:48,@dokyurii Bole ... tpi kan ppkm,カイルト🐺🦙  
2021-10-01 14:24:13,"RT @act_sidoarjo: Penjual Lontong Cecek rela mengayuh puluhan KM hingga dini hari demi menyekolahkan sang anak
https://t.co/uPvzlCJp5f

#Mi…","Sidoarjo, Indonesia"
2021-10-01 14:23:50,"Provinsi DKI Jakarta Kembali Mengalami Deflasi, Tiga Komoditas Menjadi Penyumbang Terbesar

https://t.co/KlIUa63V3n 

#provinsi #dki #jakarta #anies #baswedan #bps #deflasi #ppkm #pandemi #telur #daging #ayam #emas #perhiasan #dayabeli #masyarakat #covid19 #indonesia #nasional","Bandung, Jawa Barat"
2021-10-01 14:22:58,RT @tvOneNews: Shaf Sholat Boleh Kembali Rapat Berlaku di Zona Hijau dan PPKM Level 1 https://t.co/IEkwh9qNQ4,"Yogyakarta, Indonesia"
2021-10-01 14:20:31,"Sudah malam, yok pulang. Apapun aktivitasnya, ingat protokol kesehatan, meskipun ppkm sudah longgar tapi prokes harus tetap ketat. Sama-sama kita cegah, sama-sama kita jaga diri dan keluarga. https://t.co/cdTA9fR5KR","Jl. Ombak Dumai, Riau"
2021-10-01 14:20:03,Kayanya tempat pertama yang aku kunjungi setelah PPKM adalah rumah orangtua mu,
2021-10-01 14:19:53,@Nurliza69761034 @bahualdebaran Kn udah ku bilng td siang 😆😆ppkm berakhr,
2021-10-01 14:19:49,"RT @__Sridiana_3va: Daripada dana buat ibukota baru, 
mending uangnya bagiin rakyat kecil yg banyak kehilangan pekerjaan dan hampir mati ke…","Kongolam, Nigeria"
2021-10-01 14:19:28,@ayubsr Sebab korona dan PPKM,
2021-10-01 14:19:11,"RT @__Sridiana_3va: Daripada dana buat ibukota baru, 
mending uangnya bagiin rakyat kecil yg banyak kehilangan pekerjaan dan hampir mati ke…",
2021-10-01 14:18:36,"RT @Nur_batrisyia08: Singkatan PPKM yang sebenarnya... 

____
Tags, TVRI Denmark Gojek yoona View Thailand WE ARE ONE https://t.co/769qhg38…","Edirne, Türkiye"
2021-10-01 14:18:29,@AnaRosd16 Udah lama yahh gk ada cium kening 😭😭 bismillah PPKM berakhir 🔨,"Tangerang, Banten"
2021-10-01 14:18:12,"TPK hotel berbintang pada Agustus 2021 sebesar 30,8 persen turun 0,9 persen dibandingkan bulan sebelumnya (m-to-m). Jika dibandingkan dengan Agustus 2020, TPK bulan Agustus 2021 turun 5,4 persen (y-on-y). Selengkapnya di https://t.co/F9Zxv3nhjC https://t.co/6Ej5zCZrGb","Jakarta Pusat, DKI Jakarta"
2021-10-01 14:17:47,"@patihsalukat Ga pernah keluar, ini semenjak ppkm nah kan di daerah aku udh mulai turun jadi nyobain keluar",exoplanet
2021-10-01 14:17:22,"RT @__Sridiana_3va: Daripada dana buat ibukota baru, 
mending uangnya bagiin rakyat kecil yg banyak kehilangan pekerjaan dan hampir mati ke…",
2021-10-01 14:17:14,"@alphaccheol Hpbddd...
Btw ini temanten hasil ppkm ? (Ppkm = pelan pelan menikah)",|| INFP-T || 최. 김 ♡
2021-10-01 14:17:00,"RT @__Sridiana_3va: Daripada dana buat ibukota baru, 
mending uangnya bagiin rakyat kecil yg banyak kehilangan pekerjaan dan hampir mati ke…",Seoul
2021-10-01 14:17:00,"Wisman yang berkunjung ke Jakarta pada Agustus 2021 sebanyak 1.071 kunjungan atau turun 80,4% dibandingkan bulan sebelumnya (m-to-m). Hal ini sejalan untuk y-on-y yang jauh di bawah kondisi tahun lalu yang 4.467 kunjungan atau turun 76,1%. Selengkapnya di https://t.co/OcqeE2XerU https://t.co/EvImI4kABm","Jakarta Pusat, DKI Jakarta"
2021-10-01 14:16:57,@nvrsean ppkm,
2021-10-01 14:16:29,"akhirnyaaaa setelah sekian lama aladin PPKM, hari ini al mendarat ke kening andin lagiiii🥰❤🤗 #IkatanCintaEp456",the alfahri's
2021-10-01 14:15:59,"Dengan ini PPKM dinyatakan berakhir🤣
#IkatanCintaEp456 
#ikatancinta https://t.co/jw2SggvRca",
2021-10-01 14:15:49,"RT @Acacicucecoo: Dengan ini dinyatakan bahwa:
PPKM telah berakhir tanpa ada perpanjangan dalam keadaan dan situasi apapun. 
#IkatanCintaEp…",
2021-10-01 14:15:05,RT @tvOneNews: Shaf Sholat Boleh Kembali Rapat Berlaku di Zona Hijau dan PPKM Level 1 https://t.co/IEkwh9qNQ4,
2021-10-01 14:14:49,"5 Kunci Keberhasilan PTMT
(Pelajaran Tatap Muka Terbatas
Untuk Wilayah PPKM Level 3 Berdasarkan SKB Menteri 
#PTMT
#SekolahTatapMuka
#JogjaBisa
#jogjaistimewa https://t.co/bCwnI5CwZm","Yogyakarta, Indonesia"
2021-10-01 14:14:19,"@masbhima Di daerah gue siang td jumatan diumumkan rapatkan saf, dgn dasar instruksi MUI. Pdhl  Jkt msh level 3 PPKM",Wherever the kids are
2021-10-01 14:12:32,"Baperr ga sii aww dah lama ni al ama andin ppkm😭😭😭

Slmt bertambah usia mama andin🎂",
2021-10-01 14:12:00,"Dengan ini dinyatakan bahwa:
PPKM telah berakhir tanpa ada perpanjangan dalam keadaan dan situasi apapun. 
#IkatanCintaEp456 https://t.co/2eM5shLdh8",
2021-10-01 14:11:37,"AAAAA FINALLY UDH GAK PPKM LAGI ALADINKUUUUU, TAKBIR GUYS!!! 😭🥰♥️💯💯
Cr: andinikharisma_
#IkatanCinta
#IkatanCintaEp456 https://t.co/xI7r2Mxiay","Bandung, Jawa Barat"
2021-10-01 14:10:51,"Ketahui informasi pembagian #PPKM di wilayah Jabar berdasarkan level 4, 3, dan 2 di #PikoData https://t.co/UyvvuOhEmT","West Java, Indonesia"
2021-10-01 14:10:17,Bentar lagi iklan ini akan di gruduk karna mengganggu momen sweet Aladin yg udah mulai selesai PPKM...#IkatanCintaEp456,
2021-10-01 14:08:22,"AKSI BABINSA KORAMIL 02 BAYAN SERDA SULIS TIONO DAN BHABINKABTIBMAS POLSEK BAYAN GENCARKAN OPERASI YUSTISI DALAM RANGKA PENERAPAN PPKM DARURAT DI WILAYAH KECAMATAN BAYAN KABUPATEN PURWOREJO, JUM'AT (01/10/2021) https://t.co/NHHRqyTwl5",
2021-10-01 14:08:13,FINALLY CIUM KENING OYYYY😭😭😭 Ppkm telah usai #IkatanCintaEp456,
2021-10-01 14:07:31,Ciummm dong dah lama ga cium cium gak pelukann.  Udh ga ppkm kan ? #IkatanCintaEp456,
2021-10-01 14:06:59,"RT @__Sridiana_3va: Daripada dana buat ibukota baru, 
mending uangnya bagiin rakyat kecil yg banyak kehilangan pekerjaan dan hampir mati ke…",
2021-10-01 14:06:48,@txtdarionlshop @kredivo Kalo punya paylater yang pertama gue cek out smart tv biar ga bosen di rumah kalo lagi ppkm @kredivo,
2021-10-01 14:06:38,"Bhabinkamtibmas Bangetayu Kulon Aipda Purwanto Kegiatan Blusukan Kamtibmas dan PPKM Level 2 Himbau Warga Selalu Patuhi Protokol Kesehatan 5M Bersama Cegah Covid-19 

@DivHumas_Polri
@bidhumasjateng 
@HumasTabesSmg https://t.co/mDbMgKioFu",
2021-10-01 14:06:25,"@famaria_ ppkm udah selesai, buka lagi boleh",surabaya
2021-10-01 14:06:02,@kaleidoscopeys Saat ini karena masih ppkm estimasi setiap keberangkatan adala 60 menit sekali ya kak..🙏,"Jakarta Timur, DKI Jakarta"
2021-10-01 14:05:41,RT @tvOneNews: Shaf Sholat Boleh Kembali Rapat Berlaku di Zona Hijau dan PPKM Level 1 https://t.co/IEkwh9qNQ4,"jakarta,indonesia"
2021-10-01 14:05:35,@ganjarpranowo Ppkm ws bar a,Afghanistan
2021-10-01 14:04:52,"Menteri Perindustrian Agus Gumiwang Kartasasmita, pihaknya optimis bahwa industri akan kembali dalam jalur ekspansi saat terjadi pelonggaran atas Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) darurat. 

https://t.co/6KVxhNsMfv",Jakarta| Indonesia
2021-10-01 14:04:43,"RT @JSCLab: (1/2) Wah, beberapa bioskop di Jakarta sudah mulai beroperasi selama PPKM, lho!

Eitss sebelum menikmati film di bioskop, terda…","Jakarta Selatan, DKI Jakarta"
2021-10-01 14:04:39,"RT @JSCLab: (1/2) Wah, beberapa bioskop di Jakarta sudah mulai beroperasi selama PPKM, lho!

Eitss sebelum menikmati film di bioskop, terda…","DKI Jakarta, Indonesia"
2021-10-01 14:04:39,@yeofisip PPKM tuh,
2021-10-01 14:04:36,RT @tvOneNews: Shaf Sholat Boleh Kembali Rapat Berlaku di Zona Hijau dan PPKM Level 1 https://t.co/IEkwh9qNQ4,
2021-10-01 14:03:39,"RT @__Sridiana_3va: Daripada dana buat ibukota baru, 
mending uangnya bagiin rakyat kecil yg banyak kehilangan pekerjaan dan hampir mati ke…",badung
2021-10-01 13:59:28,"melaksanakan  patroli Woro Woro dan operasi masker : 
1.agar selalu mematuhi 5M 
2.himbauan kpd masy ttg 
- Intruksi Bupati Cilacap No 15 melu 2021 Tanggal 15 Juni 2021,Ttg Perpanjangan PPKM Berbasis Mikro &amp; Pengoptimalan Posko Penanganan Covid 19 di Kabupaten Cilacap https://t.co/KmuSSHykhf",
2021-10-01 13:59:20,"melaksanakan  patroli Woro Woro dan operasi masker : 
1.agar selalu mematuhi 5M 
2.himbauan kpd masy ttg 
- Intruksi Bupati Cilacap No 15 melu 2021 Tanggal 15 Juni 2021,Ttg Perpanjangan PPKM Berbasis Mikro &amp; Pengoptimalan Posko Penanganan Covid 19 di Kabupaten Cilacap https://t.co/tnsPwqAKbM",
2021-10-01 13:59:18,"RT @__Sridiana_3va: Daripada dana buat ibukota baru, 
mending uangnya bagiin rakyat kecil yg banyak kehilangan pekerjaan dan hampir mati ke…",
2021-10-01 13:59:09,"melaksanakan  patroli Woro Woro dan operasi masker : 
1.agar selalu mematuhi 5M 
2.himbauan kpd masy ttg 
- Intruksi Bupati Cilacap No 15 melu 2021 Tanggal 15 Juni 2021,Ttg Perpanjangan PPKM Berbasis Mikro &amp; Pengoptimalan Posko Penanganan Covid 19 di Kabupaten Cilacap https://t.co/SkHDQKME1x",
2021-10-01 13:59:03,"melaksanakan  patroli Woro Woro dan operasi masker : 
1.agar selalu mematuhi 5M 
2.himbauan kpd masy ttg 
- Intruksi Bupati Cilacap No 15 melu 2021 Tanggal 15 Juni 2021,Ttg Perpanjangan PPKM Berbasis Mikro &amp; Pengoptimalan Posko Penanganan Covid 19 di Kabupaten Cilacap https://t.co/r07ahZCDAU",
2021-10-01 13:58:38,PPKM Pasar kasih kota Kupang https://t.co/esdgevBjcg,
2021-10-01 13:58:11,RT @tvOneNews: Shaf Sholat Boleh Kembali Rapat Berlaku di Zona Hijau dan PPKM Level 1 https://t.co/IEkwh9qNQ4,jakarta
2021-10-01 13:58:02,"Update : Rekap Data Implementasi PPKM

Zonasi Pengendalian Covid-19 di Tingkat Rukun Tetangga dari 75 Kalurahan, se Kabupaten Bantul.

Nol Zona Merah,

30 Kalurahan Nol Kasus.

#PPKMLevelTiga1Oktober2021 https://t.co/WGk9rnBDzq",Bantul
2021-10-01 13:57:59,"RT @Nur_batrisyia08: Singkatan PPKM yang sebenarnya... 

____
Tags, TVRI Denmark Gojek yoona View Thailand WE ARE ONE https://t.co/769qhg38…",
2021-10-01 13:57:24,"Seru banget setelah sekian purnama ga NR lagi dan tetap dengan hati yang tegang melewati polisi dengan beberapa kesalahan
1. Ga ada yang pake helm 
2. Plat nomer mati
3. Ga ada spion
4. Ga bawa surat surat 
5. Ngelewatin ppkm
Sorry ya dah mau dibikin tegang haha",Bekasi
2021-10-01 13:55:01,@iimm06378091 Untuk keberangkatan dari Jakarta (daerah PPKM level 3) masih wajib menggunakan PCR ya kak. Terima kasih - Lucas,"Tangerang, Indonesia"
2021-10-01 13:54:42,"RT @_Banyoe: Jika edukasinya PPKM, masker, social distancing, wajib vax, trecing tes, wajib tes semua aktivitas termasuk di RS smtra semua…",
2021-10-01 13:54:38,"RT @JSCLab: (1/2) Wah, beberapa bioskop di Jakarta sudah mulai beroperasi selama PPKM, lho!

Eitss sebelum menikmati film di bioskop, terda…",Batusangkar
2021-10-01 13:53:03,"RT @__Sridiana_3va: Daripada dana buat ibukota baru, 
mending uangnya bagiin rakyat kecil yg banyak kehilangan pekerjaan dan hampir mati ke…",
